"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"5039";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.16892105263157894, 0.11692105263157897, 0.12836842105263155]"
"5040";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12331428571428571, 0.09197142857142858, 0.11291428571428572]"
"5041";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.25703571428571426, 0.16474999999999998, 0.23928571428571427]"
"5042";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12402564102564102, 0.08441025641025642, 0.10561538461538461]"
"5043";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1633333333333333, 0.13338095238095238, 0.1514761904761905]"
"5044";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09699999999999999, 0.08333333333333333, 0.10816666666666667]"
"5045";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.21458695652173915, 0.1786304347826087, 0.20004347826086957]"
"5046";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.07876190476190476, 0.04876190476190476, 0.06747619047619048]"
"5047";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.09654166666666668, 0.119125, 0.11775000000000002]"
"5048";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11478124999999999, 0.10359375000000001, 0.13415625]"
"5049";"1229903410578759681_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.10694444444444445, 0.07383333333333335, 0.0891388888888889]"
"5050";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.08761538461538462, 0.10876923076923076, 0.0888076923076923]"
"5051";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11219230769230767, 0.1048846153846154, 0.12084615384615384]"
"5052";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09836363636363638, 0.09177272727272728, 0.09177272727272728]"
"5053";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.1446, 0.10871428571428572, 0.11022857142857144]"
"5054";"1207858444012834816_train";"AGAINST";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1920952380952381, 0.12238095238095237, 0.15533333333333332]"
"5055";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1083103448275862, 0.06110344827586206, 0.07737931034482758]"
"5056";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14920454545454545, 0.13338636363636364, 0.15756818181818183]"
"5057";"1207934224642330624_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.07395, 0.0479, 0.05295]"
"5058";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]";"non_toxic";"exp";"[0.1542857142857143, 0.11382142857142859, 0.15732142857142858]"
"5059";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.06019230769230769, 0.07546153846153847, 0.06696153846153846]"
"5060";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.04807692307692308, 0.02584615384615385, 0.045]"
"5061";"1240010717870338050_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1105, 0.09252777777777778, 0.09949999999999999]"
"5062";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19272727272727277, 0.15866666666666668, 0.20154545454545456]"
"5063";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.17264102564102565, 0.15289743589743587, 0.17605128205128207]"
"5064";"1170824939483607041_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2394230769230769, 0.18638461538461543, 0.2510384615384616]"
"5065";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.10790909090909091, 0.11790909090909091, 0.09163636363636364]"
"5066";"1012867228113309697_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.11757142857142859, 0.065, 0.08033333333333334]"
"5067";"1178680136935198720_train";"FAVOR";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15338235294117647, 0.13858823529411765, 0.1555]"
"5068";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11114285714285713, 0.1376190476190476, 0.12652380952380954]"
"5069";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1410909090909091, 0.23136363636363635, 0.14563636363636365]"
"5070";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.14425641025641028, 0.12256410256410259, 0.11861538461538462]"
"5071";"1233119655314837509_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.13690243902439025, 0.10700000000000001, 0.13378048780487806]"
"5072";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1415263157894737, 0.12894736842105262, 0.12292105263157896]"
"5073";"1218446515787706368_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.09881481481481481, 0.061370370370370374, 0.09107407407407407]"
"5074";"1203021901448261637_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.1635294117647059, 0.11879411764705884, 0.15705882352941172]"
"5075";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17311904761904764, 0.10628571428571432, 0.14578571428571432]"
"5076";"1199386811958775810_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"toxic";"oth";"[0.07177777777777777, 0.06933333333333333, 0.05483333333333334]"
"5077";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]";"non_toxic";"oth";"[0.05978571428571428, 0.03571428571428571, 0.029785714285714283]"
"5078";"1229607778420961281_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1182, 0.0829, 0.0901]"
"5079";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"que";"[0.12554285714285715, 0.08645714285714286, 0.10759999999999999]"
"5080";"1254852081594269696_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.16503846153846152, 0.18149999999999997, 0.1635769230769231]"
"5081";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10319354838709677, 0.06787096774193549, 0.09296774193548388]"
"5082";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.0311, 0.0157, 0.0182]"
"5083";"1124017140653281280_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19938461538461538, 0.1143076923076923, 0.15376923076923077]"
"5084";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13977777777777775, 0.08297222222222224, 0.12269444444444444]"
"5085";"1164580652357783552_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.04995833333333333, 0.026166666666666668, 0.036083333333333335]"
"5086";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12016, 0.08963999999999998, 0.11096]"
"5087";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"que";"[0.19634285714285715, 0.15580000000000002, 0.21002857142857145]"
"5088";"1219119188540870657_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.11889285714285715, 0.11696428571428572, 0.09564285714285714]"
"5089";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sug";"[0.20595238095238097, 0.14890476190476193, 0.18895238095238098]"
"5090";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.15090697674418607, 0.1166046511627907, 0.12939534883720932]"
"5091";"1107761059656617985_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0, 0, 0]"
"5092";"998586569161261056_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10117241379310346, 0.07824137931034483, 0.08513793103448276]"
"5093";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08479411764705881, 0.07505882352941176, 0.10555882352941176]"
"5094";"1239356468589219843_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11059999999999999, 0.1567, 0.12040000000000002]"
"5095";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.058586206896551724, 0.05817241379310346, 0.06113793103448276]"
"5096";"1236006518723620864_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.14887096774193548, 0.10506451612903227, 0.12019354838709677]"
"5097";"1261198661574250497_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.1557391304347826, 0.17230434782608697, 0.14156521739130437]"
"5098";"1255338893106384897_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0, 0, 0]"
"5099";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13909090909090907, 0.07400000000000001, 0.0755909090909091]"
"5100";"1135143337516834817_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.14634782608695654, 0.12769565217391304, 0.14904347826086956]"
"5101";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.15485365853658536, 0.12690243902439025, 0.1510731707317073]"
"5102";"1230998822282760193_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.13833333333333334, 0.11983333333333333, 0.13183333333333333]"
"5103";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.18327777777777776, 0.1922222222222222, 0.1821111111111111]"
"5104";"1235214742710607883_train";"FAVOR";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.17312499999999997, 0.24662499999999998, 0.21737499999999998]"
"5105";"1240268204053839872_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12992592592592592, 0.14318518518518517, 0.1807777777777778]"
"5106";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10103703703703702, 0.0912222222222222, 0.08907407407407408]"
"5107";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.28378947368421054, 0.1691842105263158, 0.19810526315789476]"
"5108";"1222237070657236997_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"que";"[0.21385, 0.11925000000000001, 0.1855]"
"5109";"1235791155440128000_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.13909999999999997, 0.07999999999999999, 0.11875]"
"5110";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.12103703703703703, 0.11940740740740739, 0.1018148148148148]"
"5111";"1231257381708808192_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.11517647058823528, 0.10152941176470588, 0.11629411764705883]"
"5112";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.357, 0.21196153846153842, 0.28419230769230774]"
"5113";"1200833588880695297_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.2513076923076923, 0.21774358974358973, 0.28099999999999997]"
"5114";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.14302380952380953, 0.14173809523809522, 0.14800000000000002]"
"5115";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.09604761904761905, 0.08085714285714285, 0.10085714285714285]"
"5116";"1190016554341216256_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.089, 0.07371428571428572, 0.09764285714285714]"
"5117";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.10633333333333334, 0.08176666666666668, 0.09393333333333334]"
"5118";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.08659523809523809, 0.1354047619047619, 0.13142857142857145]"
"5119";"1172334428074283009_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.14950000000000002, 0.11041666666666666, 0.12883333333333333]"
"5120";"1203461966691536896_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19497058823529412, 0.16676470588235293, 0.2117058823529412]"
"5121";"1070804018010693633_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.2631052631578948, 0.2153157894736842, 0.262578947368421]"
"5122";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1802, 0.11953333333333332, 0.15986666666666668]"
"5123";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.12538888888888888, 0.08477777777777779, 0.10238888888888889]"
"5124";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.17221052631578948, 0.14810526315789474, 0.13915789473684212]"
"5125";"1236153849150427136_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"non_toxic";"oth";"[0.14493333333333333, 0.08513333333333334, 0.1268]"
"5126";"1068496557652226049_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.04293333333333334, 0.027333333333333334, 0.03266666666666666]"
"5127";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11022222222222222, 0.11444444444444445, 0.11858333333333333]"
"5128";"1087766346040049664_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.127, 0.11624137931034484, 0.11093103448275861]"
"5129";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.09614285714285715, 0.05971428571428571, 0.09314285714285715]"
"5130";"1012125611597484033_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sug";"[0.12134999999999999, 0.0955, 0.09912499999999999]"
"5131";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17757142857142855, 0.1455714285714286, 0.151]"
"5132";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.145625, 0.1098125, 0.13593750000000002]"
"5133";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12769565217391304, 0.12373913043478262, 0.11891304347826086]"
"5134";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09490322580645161, 0.06925806451612904, 0.08751612903225807]"
"5135";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.13291176470588237, 0.0961764705882353, 0.13376470588235295]"
"5136";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.20394736842105263, 0.13278947368421054, 0.1748421052631579]"
"5137";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.107975, 0.093975, 0.10145]"
"5138";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.15933333333333335, 0.11966666666666666, 0.1443888888888889]"
"5139";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sug";"[0.23362162162162162, 0.16445945945945944, 0.19186486486486487]"
"5140";"1267197473262579718_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"sug";"[0.2536969696969697, 0.21478787878787878, 0.2333333333333333]"
"5141";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19966666666666666, 0.17794871794871794, 0.20638461538461536]"
"5142";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15099999999999997, 0.12248484848484847, 0.12754545454545457]"
"5143";"1112422416939143169_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09354545454545454, 0.050727272727272725, 0.062000000000000006]"
"5144";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.14770454545454548, 0.12475000000000001, 0.15195454545454548]"
"5145";"987290548984860672_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12160000000000001, 0.0865, 0.1061]"
"5146";"985027698073489408_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.05847619047619047, 0.03854761904761905, 0.0633095238095238]"
"5147";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.0964090909090909, 0.10236363636363638, 0.10913636363636363]"
"5148";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"que";"[0.08127777777777778, 0.1068611111111111, 0.10219444444444442]"
"5149";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.2901764705882353, 0.14952941176470588, 0.2712941176470588]"
"5150";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.07892105263157893, 0.07452631578947368, 0.08497368421052631]"
"5151";"1067265568288489473_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.2591, 0.1705, 0.23200000000000004]"
"5152";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17241176470588232, 0.12023529411764707, 0.15873529411764706]"
"5153";"1240753749322276868_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1856111111111111, 0.11044444444444444, 0.16794444444444442]"
"5154";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.14750000000000002, 0.10733333333333334, 0.11058333333333333]"
"5155";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.2354375, 0.17971875, 0.21956250000000002]"
"5156";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.049100000000000005, 0.06079999999999999, 0.03753333333333333]"
"5157";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1656111111111111, 0.1362777777777778, 0.13483333333333333]"
"5158";"1208134220163383296_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.06796428571428571, 0.04217857142857143, 0.05114285714285714]"
"5159";"1242335482756968448_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"que";"[0.17154545454545456, 0.18509090909090908, 0.18654545454545451]"
"5160";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"toxic";"sta";"[0.2325588235294118, 0.16814705882352943, 0.20594117647058824]"
"5161";"1189373194450264064_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.14985714285714286, 0.0710952380952381, 0.10238095238095238]"
"5162";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.11215384615384617, 0.10548717948717948, 0.12112820512820513]"
"5163";"1145413767355912192_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.036333333333333336, 0.07233333333333333, 0.04808333333333333]"
"5164";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0998125, 0.057874999999999996, 0.0841875]"
"5165";"1101202925118988288_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.20302272727272727, 0.15863636363636366, 0.18854545454545454]"
"5166";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1501764705882353, 0.13335294117647062, 0.1453235294117647]"
"5167";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.21600000000000005, 0.14727906976744184, 0.17446511627906977]"
"5168";"1208125174849114112_train";"FAVOR";"Bernie Sanders";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12726315789473686, 0.127, 0.13310526315789473]"
"5169";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"sta";"[0.1654186046511628, 0.11118604651162792, 0.13590697674418606]"
"5170";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]";"toxic";"exp";"[0.11536842105263159, 0.11110526315789475, 0.12860526315789475]"
"5171";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.16195348837209303, 0.1208372093023256, 0.14746511627906977]"
"5172";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12811764705882353, 0.08652941176470588, 0.09891176470588235]"
"5173";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.0996060606060606, 0.14648484848484847, 0.12324242424242425]"
