"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"6086";"956220402723840000_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.08704, 0.07752, 0.08295999999999999]"
"6087";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sug";"[0.14647222222222223, 0.12927777777777777, 0.15872222222222224]"
"6088";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.19993750000000002, 0.1320625, 0.176]"
"6089";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.0963181818181818, 0.08700000000000001, 0.08195454545454546]"
"6090";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.06492307692307692, 0.10107692307692308, 0.09392307692307693]"
"6091";"1262788525537230854_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.15523076923076923, 0.13, 0.17607692307692305]"
"6092";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.15945714285714285, 0.21157142857142858, 0.21234285714285714]"
"6093";"1024151274806280192_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1157, 0.061649999999999996, 0.09032499999999999]"
"6094";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12949999999999998, 0.0688235294117647, 0.10770588235294118]"
"6095";"1200801113374679040_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17269565217391303, 0.16169565217391305, 0.18317391304347827]"
"6096";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0, 0, 0]"
"6097";"1237786336158859269_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.17710526315789474, 0.16610526315789476, 0.1766842105263158]"
"6098";"1223032721020055554_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.2186388888888889, 0.1303611111111111, 0.21230555555555558]"
"6099";"1240851022173609984_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.12352272727272728, 0.11163636363636366, 0.11793181818181818]"
"6100";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.039976744186046506, 0.03702325581395349, 0.04504651162790698]"
"6101";"1175448352126906368_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.044625000000000005, 0.0641875, 0.08349999999999999]"
"6102";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.20446428571428574, 0.14532142857142855, 0.2047142857142857]"
"6103";"1260307394095190026_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.08613333333333333, 0.043533333333333334, 0.0574]"
"6104";"1244400269833768963_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.20693750000000002, 0.20675, 0.20025]"
"6105";"1244762755527143426_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.03853846153846154, 0.042358974358974365, 0.032461538461538465]"
"6106";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.07475862068965518, 0.04803448275862069, 0.05848275862068966]"
"6107";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.08496000000000001, 0.11312000000000001, 0.09171999999999998]"
"6108";"1214709107871096832_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.08278125000000001, 0.0889375, 0.07550000000000001]"
"6109";"1166131956171431936_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.0299375, 0.02078125, 0.0253125]"
"6110";"1089233396377612288_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.14014814814814816, 0.10548148148148148, 0.14692592592592593]"
"6111";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.07542857142857141, 0.07211428571428571, 0.08020000000000001]"
"6112";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11195121951219512, 0.08239024390243903, 0.10446341463414635]"
"6113";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.16225641025641027, 0.09869230769230769, 0.14030769230769233]"
"6114";"1231994590066069506_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.07811111111111112, 0.05355555555555555, 0.06792592592592593]"
"6115";"1223392959141302273_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1379642857142857, 0.0775, 0.13071428571428573]"
"6116";"1273433585110917124_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.17360714285714285, 0.09782142857142857, 0.14432142857142857]"
"6117";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.1164137931034483, 0.1113103448275862, 0.12375862068965518]"
"6118";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1847037037037037, 0.09866666666666665, 0.14537037037037037]"
"6119";"1001879281881047042_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.20344444444444443, 0.1535, 0.1973888888888889]"
"6120";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.15673076923076923, 0.11442307692307695, 0.14315384615384613]"
"6121";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.098325, 0.1096, 0.093325]"
"6122";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"oth";"[0.09347058823529414, 0.10505882352941176, 0.10335294117647059]"
"6123";"1251637582519316483_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.13573684210526316, 0.07968421052631579, 0.1128421052631579]"
"6124";"1262490949508370437_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.25088235294117645, 0.15805882352941178, 0.21011764705882352]"
"6125";"996442034520182786_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15413043478260868, 0.16630434782608694, 0.19513043478260866]"
"6126";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.09022727272727273, 0.08186363636363636, 0.08715909090909091]"
"6127";"1242128714227421186_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.0456, 0.0786, 0.0564]"
"6128";"1240784881233416194_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.10038888888888889, 0.066, 0.0863888888888889]"
"6129";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.2035294117647059, 0.1668529411764706, 0.18926470588235295]"
"6130";"1215055162722652160_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.031357142857142854, 0.017857142857142856, 0.026214285714285714]"
"6131";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.2288571428571429, 0.17625714285714283, 0.20962857142857141]"
"6132";"1184304436157530112_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.048692307692307694, 0.12176923076923077, 0.06507692307692307]"
"6133";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.1056, 0.14886666666666667, 0.1272]"
"6134";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.02345, 0.0092, 0.01335]"
"6135";"1250848259192610816_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16757142857142857, 0.1327857142857143, 0.12414285714285714]"
"6136";"957226003407007745_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.06784615384615385, 0.08388461538461539, 0.09184615384615384]"
"6137";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.12982142857142856, 0.12125, 0.12167857142857141]"
"6138";"1046086179404357632_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0, 0, 0]"
"6139";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13522857142857145, 0.09042857142857143, 0.1302]"
"6140";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.09463333333333335, 0.09246666666666667, 0.10096666666666666]"
"6141";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.041875, 0.03425, 0.0335]"
"6142";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0, 0, 0]"
"6143";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11019999999999999, 0.13645000000000002, 0.133925]"
"6144";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.3132, 0.24500000000000002, 0.25146666666666667]"
"6145";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.06573684210526316, 0.07507894736842106, 0.08742105263157895]"
"6146";"991096713334132736_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.2232777777777778, 0.14755555555555555, 0.23344444444444445]"
"6147";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.15466666666666667, 0.13873809523809527, 0.14966666666666667]"
"6148";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.14260606060606063, 0.11306060606060606, 0.10993939393939395]"
"6149";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.23254054054054052, 0.17959459459459462, 0.2302972972972973]"
"6150";"1001937621701025793_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0, 0, 0]"
"6151";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]";"non_toxic";"sta";"[0.1413103448275862, 0.10434482758620689, 0.1153793103448276]"
"6152";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07214285714285713, 0.0860952380952381, 0.09228571428571428]"
"6153";"1232059257400414208_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.08904545454545455, 0.09072727272727273, 0.08281818181818182]"
"6154";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1491, 0.09247499999999999, 0.12575]"
"6155";"1214940690829991940_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.23114285714285712, 0.2576428571428571, 0.33292857142857146]"
"6156";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.1779166666666667, 0.10666666666666667, 0.14666666666666667]"
"6157";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.12816666666666668, 0.1289047619047619, 0.1278095238095238]"
"6158";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1395625, 0.09028125000000001, 0.10990625000000001]"
"6159";"1133799760509280258_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.08365, 0.0891, 0.0829]"
"6160";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.17027027027027025, 0.12291891891891892, 0.14202702702702702]"
"6161";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.08234375, 0.05212499999999999, 0.07840625000000001]"
"6162";"1235074638461292545_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]";"non_toxic";"sta";"[0.13849999999999998, 0.09777777777777778, 0.11800000000000001]"
"6163";"1262653981253177345_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.1219375, 0.12412500000000001, 0.12974999999999998]"
"6164";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.09170833333333332, 0.11666666666666665, 0.11575]"
"6165";"1220124877933416449_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.08271875000000001, 0.11621875000000001, 0.11299999999999999]"
"6166";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.21208333333333332, 0.19491666666666668, 0.23466666666666663]"
"6167";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.076, 0.05078571428571429, 0.05103571428571429]"
"6168";"958497700701442054_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]";"toxic";"sta";"[0.08975999999999999, 0.07664, 0.07751999999999999]"
"6169";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1096551724137931, 0.08213793103448275, 0.09627586206896552]"
"6170";"1259945091378163724_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.09094285714285714, 0.06860000000000001, 0.08934285714285715]"
"6171";"1239837644898664448_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.1614782608695652, 0.16517391304347828, 0.14673913043478262]"
"6172";"1244775404541542400_train";"FAVOR";"Donald Trump";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.029928571428571433, 0.040357142857142855, 0.031714285714285716]"
"6173";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sug";"[0.1725, 0.14646666666666666, 0.15583333333333332]"
"6174";"1212041362096439296_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.07041379310344827, 0.028241379310344827, 0.06424137931034482]"
"6175";"1241379928081391617_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.18783333333333335, 0.14205555555555557, 0.17927777777777776]"
"6176";"1242020411405205505_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09731818181818182, 0.08822727272727272, 0.1096818181818182]"
"6177";"1262767197018943488_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0, 0, 0]"
"6178";"1123098513833902080_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.10563636363636365, 0.10718181818181818, 0.11157575757575759]"
"6179";"1240765200652890112_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12276315789473687, 0.1265, 0.1262894736842105]"
"6180";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.12376923076923077, 0.08680769230769231, 0.11549999999999999]"
"6181";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1672121212121212, 0.11260606060606061, 0.13315151515151516]"
"6182";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15087096774193548, 0.10503225806451613, 0.13383870967741934]"
"6183";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.15292, 0.11744, 0.14396]"
"6184";"1035256263779729409_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11830769230769231, 0.08392307692307692, 0.07407692307692307]"
"6185";"1238229207118946313_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.1975333333333333, 0.13931111111111114, 0.1744222222222222]"
"6186";"1068654761594052608_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11699999999999999, 0.12153846153846154, 0.1386923076923077]"
"6187";"1166035376118607872_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.13472222222222222, 0.09883333333333333, 0.11911111111111111]"
"6188";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"sta";"[0.12016666666666666, 0.09475, 0.09920833333333334]"
"6189";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09115909090909091, 0.050295454545454546, 0.05727272727272728]"
"6190";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.1415277777777778, 0.13013888888888892, 0.14580555555555555]"
"6191";"1103087575781249025_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.14625, 0.16254166666666667, 0.16591666666666668]"
"6192";"980223395748110336_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.2032820512820513, 0.155974358974359, 0.19794871794871793]"
"6193";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.19926666666666665, 0.10023333333333334, 0.16313333333333332]"
"6194";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.12383333333333335, 0.15445238095238095, 0.1479047619047619]"
"6195";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.09511764705882353, 0.1177058823529412, 0.12364705882352943]"
"6196";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.22474999999999998, 0.14935714285714288, 0.18292857142857147]"
"6197";"1231587376008351750_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16495454545454546, 0.09386363636363636, 0.12368181818181818]"
"6198";"1090571069088509953_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.079, 0.09289189189189188, 0.08516216216216217]"
"6199";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.16406060606060607, 0.14315151515151517, 0.16445454545454546]"
"6200";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.05013636363636364, 0.02659090909090909, 0.05027272727272727]"
"6201";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.21579545454545457, 0.21872727272727277, 0.272]"
"6202";"1246754463844634624_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.06426315789473684, 0.03821052631578948, 0.05921052631578947]"
"6203";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.11050000000000001, 0.11486111111111111, 0.09852777777777778]"
"6204";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.05546153846153846, 0.03192307692307692, 0.043307692307692304]"
"6205";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.1082820512820513, 0.11123076923076923, 0.10228205128205128]"
"6206";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.12175000000000001, 0.08660714285714285, 0.103]"
"6207";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.10623529411764707, 0.10052941176470588, 0.11888235294117647]"
"6208";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.048189189189189185, 0.08659459459459459, 0.06545945945945947]"
"6209";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19838709677419356, 0.1284193548387097, 0.16532258064516128]"
"6210";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.13254166666666664, 0.19991666666666666, 0.1699166666666667]"
"6211";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.372060606060606, 0.22645454545454546, 0.31142424242424244]"
"6212";"1099156412297592832_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.018222222222222223, 0.05522222222222223, 0.03844444444444445]"
"6213";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.15680952380952382, 0.12552380952380954, 0.12923809523809524]"
"6214";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07875757575757575, 0.112, 0.09593939393939394]"
"6215";"1178819664664829953_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1512, 0.11343999999999997, 0.12503999999999998]"
"6216";"1271866503579779075_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15963333333333332, 0.09326666666666666, 0.11410000000000001]"
"6217";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.11736842105263158, 0.1508421052631579, 0.13686842105263156]"
"6218";"1101259340995010561_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.15583333333333332, 0.08633333333333332, 0.13805555555555557]"
"6219";"1001086783499784193_train";"FAVOR";"Donald Trump";"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17021621621621622, 0.1274864864864865, 0.15632432432432433]"
"6220";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11963636363636364, 0.1459090909090909, 0.1210909090909091]"
"6221";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"que";"[0.07959259259259259, 0.06792592592592593, 0.05681481481481482]"
"6222";"1231868442208239618_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.20366666666666666, 0.12300000000000001, 0.1632380952380952]"
"6223";"1262172272581902337_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.16143478260869565, 0.11378260869565217, 0.11895652173913042]"
"6224";"1110951663534137344_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.14475, 0.093, 0.11475000000000002]"
