"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"6637";"N/A_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0481875, 0.03125, 0.0409375]"
"6638";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.17865, 0.10329999999999999, 0.13885]"
"6639";"1240392516937056259_val";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.06477777777777777, 0.040777777777777774, 0.060666666666666674]"
"6640";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"toxic";"sta";"[0.25629166666666664, 0.23045833333333332, 0.23320833333333332]"
"6641";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.135375, 0.12220833333333332, 0.11879166666666667]"
"6642";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"que";"[0.20482926829268291, 0.14241463414634148, 0.19482926829268293]"
"6643";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.13594444444444445, 0.15927777777777777, 0.15400000000000003]"
"6644";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.2611538461538462, 0.16746153846153844, 0.218]"
"6645";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"non_toxic";"exp";"[0.14189743589743592, 0.1230769230769231, 0.12264102564102565]"
"6646";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10840740740740741, 0.1047037037037037, 0.10751851851851851]"
"6647";"1223257484598661127_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.18595833333333334, 0.10954166666666666, 0.147375]"
"6648";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08086206896551723, 0.07127586206896552, 0.07]"
"6649";"1212576927204007936_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.15915789473684214, 0.10163157894736842, 0.12126315789473685]"
"6650";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11680555555555555, 0.08794444444444445, 0.09541666666666668]"
"6651";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.12227586206896553, 0.07075862068965517, 0.10462068965517242]"
"6652";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.052047619047619044, 0.06223809523809524, 0.06385714285714286]"
"6653";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.16569444444444445, 0.12569444444444444, 0.16233333333333333]"
"6654";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1237, 0.11539999999999999, 0.12083333333333335]"
"6655";"1269299678849490947_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.20278260869565215, 0.12378260869565215, 0.18121739130434783]"
"6656";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"toxic";"exp";"[0.12207692307692308, 0.10756410256410256, 0.11738461538461537]"
"6657";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.019375, 0.0391875, 0.059625]"
"6658";"1251144192262201347_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19040740740740741, 0.09777777777777777, 0.15777777777777777]"
"6659";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14558823529411766, 0.11750000000000001, 0.14858823529411766]"
"6660";"N/A_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.22025, 0.12043749999999999, 0.167375]"
"6661";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19558823529411765, 0.13964705882352943, 0.16558823529411765]"
"6662";"1256267790148874240_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.02310344827586207, 0.01889655172413793, 0.018482758620689658]"
"6663";"1241691362380124160_val";"AGAINST";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17623529411764705, 0.13, 0.18335294117647058]"
"6664";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.0365, 0.0185, 0.034499999999999996]"
"6665";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1075, 0.11721428571428572, 0.10295238095238095]"
"6666";"1257247550920245248_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.0862857142857143, 0.09207142857142858, 0.08592857142857144]"
"6667";"1241545206463414272_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"exp";"[0.10390243902439024, 0.09007317073170733, 0.10370731707317073]"
"6668";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.10966666666666668, 0.08770833333333333, 0.10429166666666667]"
"6669";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13209375, 0.0865625, 0.10421875]"
"6670";"1228043357311553536_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.14583333333333334, 0.1566, 0.14933333333333335]"
"6671";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.10531578947368421, 0.056999999999999995, 0.07731578947368421]"
"6672";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09636363636363637, 0.06109090909090909, 0.08881818181818181]"
"6673";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08928947368421052, 0.08263157894736842, 0.08486842105263159]"
"6674";"1159951901519167488_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.12978260869565217, 0.09726086956521737, 0.11556521739130436]"
"6675";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11133333333333333, 0.07923076923076923, 0.10805128205128203]"
"6676";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.1165, 0.11921428571428572, 0.11557142857142857]"
"6677";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.184125, 0.17272500000000002, 0.189725]"
"6678";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.13099999999999998, 0.08826666666666667, 0.11133333333333333]"
"6679";"1200519120158121987_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.14525, 0.13035000000000002, 0.1597]"
"6680";"1234817923778113538_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.12705555555555556, 0.1547777777777778, 0.15222222222222223]"
"6681";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12973170731707317, 0.09363414634146341, 0.09897560975609755]"
"6682";"1209665950145859587_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.04942105263157894, 0.040578947368421055, 0.04026315789473684]"
"6683";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.12138095238095238, 0.11623809523809525, 0.12557142857142858]"
"6684";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.08128571428571428, 0.0785, 0.11578571428571428]"
"6685";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.16515, 0.12459999999999997, 0.15530000000000002]"
"6686";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.069875, 0.0395625, 0.054125]"
"6687";"1235891413272928256_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.14786666666666667, 0.08506666666666665, 0.13373333333333334]"
"6688";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.11538888888888889, 0.15461111111111114, 0.14683333333333332]"
"6689";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1302777777777778, 0.06922222222222223, 0.10616666666666666]"
"6690";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.21768421052631579, 0.1326842105263158, 0.18205263157894735]"
"6691";"1237557606681460736_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"sug";"[0.2129285714285714, 0.17250000000000001, 0.1824285714285714]"
"6692";"N/A_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.0948125, 0.0554375, 0.0779375]"
"6693";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]";"toxic";"exp";"[0.267, 0.23496296296296293, 0.21877777777777777]"
"6694";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"toxic";"sta";"[0.125875, 0.06541666666666666, 0.09987499999999999]"
"6695";"1211889751550124034_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0, 0, 0]"
"6696";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0, 0, 0]"
"6697";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09071428571428572, 0.07614285714285715, 0.0775]"
"6698";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08574358974358973, 0.05784615384615384, 0.0823076923076923]"
"6699";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.14325925925925925, 0.124, 0.11492592592592592]"
"6700";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15686046511627907, 0.09511627906976745, 0.11825581395348839]"
"6701";"1245924923480199169_val";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09985714285714285, 0.05547619047619048, 0.09561904761904762]"
"6702";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.058652173913043476, 0.041739130434782605, 0.047]"
"6703";"1212596681562177538_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]";"non_toxic";"sta";"[0.04229411764705882, 0.02076470588235294, 0.026235294117647058]"
"6704";"1195824363486031872_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.16267647058823528, 0.12411764705882353, 0.13214705882352942]"
"6705";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08335714285714287, 0.06614285714285714, 0.08507142857142856]"
"6706";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.18244736842105264, 0.13097368421052633, 0.17563157894736842]"
"6707";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.06133333333333334, 0.0917142857142857, 0.08142857142857143]"
"6708";"1157186577476587525_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.2660769230769231, 0.20546153846153845, 0.2678846153846154]"
"6709";"1207873053893353472_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.15766666666666668, 0.153, 0.14023809523809525]"
"6710";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.20357142857142857, 0.15588571428571427, 0.19548571428571426]"
"6711";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16899999999999998, 0.14047222222222222, 0.18386111111111111]"
"6712";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.22815, 0.15267499999999998, 0.207]"
"6713";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12545714285714285, 0.0974, 0.1301142857142857]"
"6714";"1216814641290059776_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10418749999999999, 0.07425, 0.1003125]"
"6715";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sug";"[0.0951470588235294, 0.09582352941176471, 0.08835294117647059]"
"6716";"1217356365133418496_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.23222222222222222, 0.2001666666666667, 0.2462222222222222]"
"6717";"1153199188202663936_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09486206896551726, 0.07679310344827586, 0.07444827586206898]"
"6718";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.17523529411764707, 0.1388235294117647, 0.18799999999999997]"
"6719";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.24323333333333333, 0.1692, 0.20526666666666665]"
"6720";"N/A_val";"FAVOR";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.06423809523809523, 0.045714285714285714, 0.051476190476190474]"
"6721";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11976470588235294, 0.09805882352941177, 0.11314705882352942]"
"6722";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.22441463414634147, 0.16353658536585364, 0.1932682926829268]"
"6723";"1268798374154653696_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.08761904761904762, 0.0739047619047619, 0.09757142857142857]"
"6724";"1244022672696258560_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10660526315789474, 0.0793421052631579, 0.10997368421052629]"
"6725";"1268942394218741762_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.209, 0.14395454545454547, 0.19345454545454543]"
"6726";"1244363272670842881_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.046421052631578946, 0.15326315789473685, 0.10794736842105264]"
"6727";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.2001875, 0.16228125000000002, 0.18150000000000002]"
"6728";"1243644989114134528_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sug";"[0.16493333333333335, 0.1308, 0.15486666666666665]"
"6729";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.09280000000000001, 0.16093333333333334, 0.1368]"
"6730";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1613076923076923, 0.13307692307692306, 0.1447948717948718]"
"6731";"1244714095661776900_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1190857142857143, 0.08802857142857143, 0.11614285714285716]"
"6732";"N/A_val";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1114, 0.1669, 0.15189999999999995]"
"6733";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.17350000000000002, 0.11572727272727273, 0.15581818181818183]"
"6734";"1270344145383628801_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.1228846153846154, 0.07215384615384615, 0.09857692307692306]"
"6735";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.1679722222222222, 0.21427777777777776, 0.17652777777777776]"
"6736";"1243586236087967745_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.2600714285714286, 0.14178571428571426, 0.20514285714285713]"
"6737";"1258923810633289728_val";"AGAINST";"Joe Biden";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0, 0, 0]"
"6738";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.3099310344827586, 0.23479310344827586, 0.3035862068965517]"
"6739";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0344, 0.012750000000000001, 0.02055]"
"6740";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.09362068965517241, 0.06899999999999999, 0.08824137931034483]"
"6741";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09768750000000001, 0.1, 0.10075]"
"6742";"1183569821750849536_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.09938888888888889, 0.06811111111111111, 0.08816666666666667]"
"6743";"1237800051755237376_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]";"non_toxic";"sta";"[0.0873125, 0.0694375, 0.06925]"
"6744";"1273717743573823488_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.2803125, 0.18625, 0.2653125]"
"6745";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.20517777777777774, 0.14573333333333333, 0.18313333333333337]"
"6746";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.14816129032258066, 0.11183870967741934, 0.1267741935483871]"
"6747";"1273329192793444353_val";"FAVOR";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11861904761904762, 0.06485714285714286, 0.09161904761904763]"
"6748";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.13868750000000002, 0.0950625, 0.11149999999999999]"
"6749";"1076884266431275008_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.3302727272727273, 0.22440909090909092, 0.2637272727272727]"
"6750";"N/A_val";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.08314814814814815, 0.06796296296296296, 0.08185185185185186]"
"6751";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15734285714285715, 0.09354285714285714, 0.1344]"
"6752";"1121674346605322240_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.06225000000000001, 0.03265, 0.054200000000000005]"
"6753";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.07441379310344827, 0.061931034482758614, 0.061655172413793105]"
"6754";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"exp";"[0.14292307692307693, 0.09469230769230769, 0.14496153846153847]"
"6755";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09267857142857143, 0.06021428571428571, 0.09446428571428571]"
"6756";"N/A_val";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.1609142857142857, 0.18368571428571429, 0.163]"
"6757";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19718181818181815, 0.2216818181818182, 0.20599999999999996]"
"6758";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.09771428571428571, 0.05921428571428572, 0.08480952380952382]"
"6759";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.21948387096774194, 0.17625806451612902, 0.21651612903225806]"
"6760";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17758823529411769, 0.11002941176470589, 0.15382352941176472]"
"6761";"N/A_val";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1430909090909091, 0.12793181818181817, 0.12856818181818183]"
"6762";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.20215624999999998, 0.18168749999999997, 0.18546875000000002]"
"6763";"1237521495036841984_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.17275, 0.16536363636363638, 0.18061363636363637]"
"6764";"1336941218257752064_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2378823529411765, 0.2094705882352941, 0.24423529411764708]"
"6765";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.036217391304347826, 0.01817391304347826, 0.024347826086956525]"
"6766";"1211628433463226369_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]";"toxic";"sta";"[0.19021428571428572, 0.11932142857142856, 0.158]"
"6767";"1251144688192516098_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.23721739130434785, 0.1614782608695652, 0.21917391304347827]"
"6768";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.06699999999999999, 0.04115, 0.0682]"
"6769";"N/A_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.271375, 0.2004375, 0.23049999999999998]"
"6770";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12552631578947368, 0.08115789473684211, 0.132]"
"6771";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.04009375, 0.052843749999999995, 0.06334375]"
"6772";"N/A_val";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1711666666666667, 0.15766666666666665, 0.1995666666666667]"
"6773";"1258915650921205760_val";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17427272727272725, 0.12639393939393936, 0.15854545454545452]"
"6774";"1221828586933383169_val";"FAVOR";"Joe Biden";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.04864285714285715, 0.046964285714285715, 0.04032142857142857]"
"6775";"1137731746101956608_val";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.1492941176470588, 0.09288235294117647, 0.13547058823529412]"
