;tweetid;stance;emotion;moral;toxic;act;vad
7311;1426601505277325319;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.28486666666666666, 0.29020000000000007, 0.2666]
7312;1435243819574829061;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5120833333333333, 0.3234166666666667, 0.4274166666666666]
7313;1426311908857049089;ambiguous;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4003333333333334, 0.2265, 0.3401666666666667]
7314;1428253855494639617;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.18172727272727274, 0.2000909090909091, 0.20563636363636364]
7315;1445704685352931338;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4145833333333333, 0.2664166666666667, 0.3050833333333333]
7316;1443150441156644864;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.6829285714285714, 0.27692857142857147, 0.5131428571428571]
7317;1427667231140364295;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.4892222222222223, 0.34833333333333333, 0.4468888888888889]
7318;1443969154445348881;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5850909090909091, 0.44718181818181824, 0.5990000000000001]
7319;1433429478726795274;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5716666666666668, 0.38866666666666666, 0.48944444444444446]
7320;1426020251846672395;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.5774545454545454, 0.41545454545454547, 0.49536363636363634]
7321;1558219019861299200;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.28125, 0.31816666666666665, 0.32525]
7322;1426167151145193479;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 1, 0, 0, 1, 0, 0];non_toxic;oth;[0.4924545454545454, 0.49690909090909086, 0.501909090909091]
7323;1426908521224835074;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.249375, 0.151, 0.191625]
7324;1433308747552677889;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;exp;[0.6136666666666666, 0.45433333333333326, 0.5130000000000001]
7325;1427183189471031296;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.31472727272727274, 0.30827272727272725, 0.29181818181818175]
7326;1426132189109002240;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3977272727272727, 0.41190909090909095, 0.4601818181818182]
7327;1433676129072672771;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.9752000000000003, 0.5266, 0.8568]
7328;1422318798384754697;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.31344444444444447, 0.19388888888888886, 0.34577777777777774]
7329;1434610077160427521;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5857500000000001, 0.45883333333333337, 0.5654166666666666]
7330;1434132255413256197;believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.47124999999999995, 0.36991666666666667, 0.46249999999999997]
7331;1423850706407133184;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3115, 0.313, 0.3312]
7332;1423392333698113543;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5091428571428571, 0.30157142857142855, 0.4501428571428572]
7333;1423085219700170753;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 1, 0, 0, 1, 0];non_toxic;sug;[0.34075000000000005, 0.21541666666666667, 0.25991666666666663]
7334;1438551106418880520;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;que;[0.42625, 0.27125, 0.34624999999999995]
7335;1486734553351741442;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.36211111111111116, 0.312, 0.3626666666666666]
7336;1438165564543967235;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5843333333333333, 0.3542222222222222, 0.51]
7337;1444233738888433666;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sta;[0.7160909090909091, 0.37800000000000006, 0.6011818181818183]
7338;1471227422301433864;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.35781818181818187, 0.3850909090909091, 0.3554545454545454]
7339;1440678046151761924;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.3894166666666667, 0.28475, 0.3249166666666667]
7340;1445882389872447489;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.42046666666666666, 0.3333333333333333, 0.3836666666666667]
7341;1438025525855981568;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.4116153846153846, 0.4688461538461539, 0.4914615384615385]
7342;1563631382064234496;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.115, 0.528, 0.227]
7343;1441044133787750403;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3844, 0.3575, 0.34540000000000004]
7344;1432202861010554880;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.3315, 0.2976, 0.3185]
7345;1427045735162277892;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.5147777777777778, 0.33444444444444443, 0.43666666666666676]
7346;1441671694389690369;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3020833333333333, 0.248, 0.28975]
7347;1442867203003453442;believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.33471428571428563, 0.21314285714285722, 0.29614285714285715]
7348;1438749673804738562;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.42509090909090913, 0.31336363636363634, 0.3651818181818181]
7349;1428814762796883974;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5313333333333333, 0.29333333333333333, 0.459]
7350;1553661828554792961;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.2595, 0.24866666666666667, 0.27466666666666667]
7351;1494665907804721158;deny;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sug;[0.3315, 0.448875, 0.3465]
7352;1433262822213967872;believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 1];non_toxic;sta;[0.3439999999999999, 0.32121428571428573, 0.3442142857142857]
7353;1427652738406653958;ambiguous;[1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.48209090909090907, 0.45518181818181824, 0.5139999999999999]
7354;1424987365190348805;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.3001111111111111, 0.3596666666666667, 0.38711111111111113]
7355;1444677924859305987;believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.335375, 0.35187500000000005, 0.398625]
7356;1438129574097866752;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4174615384615385, 0.3267692307692308, 0.3294615384615385]
7357;1572637427289694208;deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.32330000000000003, 0.1968, 0.29059999999999997]
7358;1451467719660892160;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.56, 0.4058181818181818, 0.5450909090909092]
7359;1436396556454858765;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;exp;[0.4478999999999999, 0.25949999999999995, 0.3862]
7360;1516770957775495175;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.26285714285714284, 0.25342857142857145, 0.292]
7361;1424863640985952260;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.6841111111111111, 0.6147777777777778, 0.7954444444444443]
7362;1442393727138361346;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sug;[0.6266923076923077, 0.3623846153846154, 0.47715384615384615]
7363;1428250624903286788;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.22211111111111112, 0.24455555555555555, 0.25133333333333335]
7364;1569168094802870272;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.2410909090909091, 0.2128181818181818, 0.25827272727272726]
7365;1432420609712181249;ambiguous;[0, 1, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.38571428571428573, 0.31985714285714284, 0.36628571428571427]
7366;1422384928453451777;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;exp;[0.32975, 0.382, 0.370375]
7367;1434141291672125441;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.6082500000000001, 0.3235, 0.460375]
7368;1425075292079525890;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4328181818181818, 0.20254545454545456, 0.3542727272727273]
7369;1441431342311485440;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.3834615384615384, 0.365, 0.44607692307692315]
7370;1438497211713683459;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5520714285714285, 0.3455714285714286, 0.43457142857142855]
7371;1422159846699376640;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 1, 1, 0, 0, 0];non_toxic;sta;[0.5582222222222222, 0.3317777777777777, 0.5096666666666666]
7372;1431367640740622336;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.3376, 0.312, 0.3496]
7373;1422572973127467012;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.3564, 0.2002, 0.2372]
7374;1430468781160255490;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.4625, 0.3381, 0.48230000000000006]
7375;1429836231479681024;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.5474545454545454, 0.37227272727272726, 0.4395454545454545]
7376;1430510834644553729;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5772222222222223, 0.39577777777777784, 0.4403333333333334]
7377;1425878552386412547;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.3883636363636364, 0.2781818181818182, 0.3039090909090909]
7378;1430092759952732183;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.6094999999999999, 0.6629999999999999, 0.588625]
7379;1433174710955741189;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.600875, 0.383125, 0.505625]
7380;1433315798370582529;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.6213333333333333, 0.30833333333333335, 0.45166666666666666]
7381;1423182077307064320;ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3433, 0.1754, 0.25020000000000003]
7382;1429779401273757706;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.256, 0.15572727272727274, 0.24609090909090908]
7383;1561517220249104384;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4017272727272727, 0.33145454545454545, 0.34718181818181815]
7384;1425390784899993600;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.44745454545454544, 0.3400909090909091, 0.36890909090909096]
7385;1427918191569817600;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.22125, 0.333625, 0.24525]
7386;1424882733571092481;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];toxic;exp;[0.4447000000000001, 0.3262, 0.3635]
7387;1556949153447649280;deny;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3269090909090909, 0.28, 0.2918181818181818]
7388;1573077688432357376;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sug;[0.3687, 0.3265, 0.36]
7389;1430279200766836736;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5643, 0.5276, 0.6219999999999999]
7390;1443505508741173251;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.21918181818181817, 0.2721818181818182, 0.2555454545454545]
7391;1428167127727435781;ambiguous;[1, 0, 0, 1, 1, 0, 1, 1, 0, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.5965555555555555, 0.5117777777777778, 0.4445555555555555]
7392;1424818770439200771;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.560076923076923, 0.35500000000000004, 0.499]
7393;1446496476901875750;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.3464545454545455, 0.3024545454545455, 0.32536363636363635]
7394;1433025590270087170;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.7176249999999998, 0.430375, 0.578875]
7395;1430527057054810120;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.31066666666666665, 0.21808333333333332, 0.27258333333333334]
7396;1430483859599147013;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;sug;[0.4467777777777778, 0.25766666666666665, 0.44133333333333336]
7397;1442872289356177413;believe;[1, 1, 0, 1, 1, 0, 1, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;sta;[0.42938461538461536, 0.27684615384615385, 0.36092307692307696]
7398;1427922515796574209;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.4276, 0.32949999999999996, 0.3725]
7399;1424372010348646403;believe;[1, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.246, 0.44233333333333336, 0.35433333333333333]
7400;1428806272598482945;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.7092999999999999, 0.36960000000000004, 0.5759000000000001]
7401;1430916961991467010;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.38750000000000007, 0.29, 0.40378571428571425]
7402;1429326424545050624;ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.37144444444444447, 0.3662222222222222, 0.37777777777777777]
7403;1457720671828692995;deny;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.3458571428571429, 0.3297142857142857, 0.3758571428571429]
7404;1425935133530546176;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3772499999999999, 0.23816666666666664, 0.3023333333333333]
7405;1428128482597474306;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.5540909090909091, 0.4454545454545454, 0.5475454545454546]
7406;1568410049483264002;deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.216, 0.21025, 0.221]
7407;1422483260970610690;ambiguous;[1, 1, 1, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4340000000000001, 0.2762727272727272, 0.367]
7408;1521927060859539463;deny;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.47800000000000004, 0.3734444444444444, 0.4273333333333333]
7409;1430583943351488516;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.50375, 0.491875, 0.577]
7410;1438405291624783875;believe;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.6106428571428572, 0.4201428571428572, 0.543357142857143]
7411;1488506417602510848;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.310875, 0.27025, 0.20900000000000002]
7412;1522107945328205835;deny;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.348, 0.33164285714285713, 0.3587142857142857]
7413;1431676802657816576;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.44044444444444447, 0.38277777777777783, 0.4001111111111111]
7414;1425139889314668544;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.5726000000000001, 0.3609, 0.5507]
7415;1426631244930977792;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.43657142857142855, 0.41200000000000003, 0.39214285714285707]
7416;1442592052995309579;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.33008333333333334, 0.30208333333333337, 0.35725]
7417;1421839977441382404;believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4538888888888889, 0.41322222222222227, 0.5307777777777778]
7418;1422103227902963715;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.7150000000000001, 0.3142, 0.5542]
7419;1427142120536743937;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4247142857142857, 0.275, 0.3281428571428572]
7420;1429837098417369100;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.6596363636363637, 0.4569090909090909, 0.5251818181818183]
7421;1558738543945588738;deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.24233333333333332, 0.23450000000000001, 0.20766666666666667]
7422;1442471491661074434;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5512222222222223, 0.374, 0.5184444444444445]
7423;1446109629256122382;believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3787272727272727, 0.475, 0.49399999999999994]
7424;1423373708488491009;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5086666666666667, 0.5758333333333333, 0.5714999999999999]
7425;1502072018853933056;deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.24862499999999998, 0.24112499999999998, 0.248]
7426;1440832121333899268;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.34409999999999996, 0.22149999999999997, 0.2911]
7427;1455095060916314113;deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.25855555555555554, 0.23033333333333333, 0.31466666666666665]
7428;1425428009197228040;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.49779999999999996, 0.35080000000000006, 0.47850000000000004]
7429;1428239298596323329;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.559, 0.2826666666666667, 0.46366666666666667]
7430;1446197208156618758;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sug;[0.3956923076923077, 0.23661538461538462, 0.37407692307692303]
7431;1425545164676861958;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.287, 0.2245, 0.2467142857142857]
7432;1433366653610471426;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;sta;[0.18172727272727274, 0.2000909090909091, 0.20563636363636364]
7433;1430140190253780992;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.433, 0.3052, 0.3866]
7434;1420813453611122691;ambiguous;[1, 1, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5363636363636363, 0.39563636363636356, 0.42327272727272724]
7435;1439129729009848323;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.3014285714285715, 0.29878571428571427, 0.29085714285714287]
